model,query,车辆候选列表,id,大类|小类,answer,app,正确答案,app名称,category,category正确答案,车大类,mode,mode正确答案,车小类,price,正确答案.1,是否存在价格,price_min,正确答案.2,价格下限,price_max,正确答案.3,价格上限,think_time,问题,备注,标注人,_vehicle_pairs,_gt_category,_gt_mode,_history,_query
Qwen2.5-32B-Instruct,去社区医院预约特快出租车用滴滴,"|序号id|应用名称|车型大类|车辆类型|价格|
|21|滴滴|六座|六座豪华车|36.63|
|22|滴滴|六座|六座快车|38.30|",,,"[{""app"": ""无"", ""category"": ""舒适型的车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,舒适型的车,舒适出发,舒适出发,无,,无,False,,False,0,,0,0,,0,1.071118832,直接命中车大类关键字但answer中没有或错误,,陆迎,"[{'六座': '六座专车'}, {'六座': '六座快车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'特价': '花小猪外接版'}, {'舒适出发': '滴滴专车'}, {'舒适出发': '滴滴豪华车'}]",舒适出发,无,,杭州未来科技城面试行程，要求舒适型的车
Qwen2.5-32B-Instruct,敦煌莫高窟研学团队包车，需一辆舒适型车,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|18.34|
|1|滴滴|推荐|特惠快车|19.87|
|2|滴滴|推荐|滴滴快车|21.00|
|3|滴滴|推荐|特快出租车|21.71|
|4|滴滴|推荐|滴滴特快|22.85|
|5|滴滴|推荐|宽敞好车|23.25|
|6|滴滴|拼车|特价拼车|27.30-28.92|
|7|滴滴|拼车|极速拼车|29.20-30.79|
|8|滴滴|特价|花小猪外接版|32.29|
|9|滴滴|特价|惊喜特价|34.43|
|10|滴滴|快速|曹操出行|39.64|
|11|滴滴|快速|出租车|41.57|
|12|滴滴|快速|滴滴轻享|42.06|
|13|滴滴|快速|滴滴特快|42.48|
|14|滴滴|快速|滴滴优享|43.29|
|15|滴滴|快速|滴滴快车|43.47|
|16|滴滴|快速|宽敞好车|44.08|
|17|滴滴|快速|方舟行|44.36|
|18|滴滴|快速|长沙新出租|44.63|
|19|滴滴|快速|武汉新出租|44.91|
|20|滴滴|舒适出发|滴滴专车|74.45|
|21|滴滴|六座|六座专车|97.91|
|22|滴滴|六座|六座豪华车|101.22|",,,"[{""app"": ""无"", ""category"": ""舒适型车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,舒适型车,舒适出发,舒适出发,无,,无,False,,False,0,,0,0,,0,1.10567379,直接命中车大类关键字但answer中没有或错误,,陆迎,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '宽敞好车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适出发': '滴滴专车'}]",舒适出发,无,,敦煌莫高窟研学团队包车，需一辆舒适型车
Qwen2.5-32B-Instruct,去桂林漓江竹筏码头，叫一个舒适型的车,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|10.19|
|1|滴滴|推荐|特惠快车|12.10|
|2|滴滴|推荐|滴滴快车|12.67|
|3|滴滴|推荐|特快出租车|14.41|
|4|滴滴|拼车|特价拼车|12.87-14.33|
|5|滴滴|特价|花小猪外接版|12.36|
|6|滴滴|特价|惊喜特价|14.70|
|7|滴滴|快速|曹操出行|20.32|
|8|滴滴|快速|出租车|21.24|
|9|滴滴|快速|滴滴轻享|21.62|
|10|滴滴|快速|滴滴特快|21.95|
|11|滴滴|快速|滴滴优享|23.06|
|12|滴滴|快速|滴滴快车|24.03|
|13|滴滴|快速|宽敞好车|24.43|
|14|滴滴|快速|方舟行|25.19|
|15|滴滴|舒适出发|滴滴专车|32.28|
|16|滴滴|六座|六座专车|46.21|
|17|滴滴|六座|六座豪华车|48.29|",,,"[{""app"": ""无"", ""category"": ""舒适型的车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,舒适型的车,舒适出发,舒适出发,无,,无,False,,False,0,,0,0,,0,1.0242033,直接命中车大类关键字但answer中没有或错误,,陆迎,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适出发': '滴滴专车'}]",舒适出发,无,,去桂林漓江竹筏码头，叫一个舒适型的车
Qwen2.5-32B-Instruct,我要去青海湖，帮我打一辆舒适型车吧,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|21.09|
|1|滴滴|推荐|特惠快车|21.26|
|2|滴滴|推荐|滴滴快车|21.91|
|3|滴滴|推荐|特快出租车|22.57|
|4|滴滴|推荐|滴滴特快|24.87|
|5|滴滴|推荐|宽敞好车|25.59|
|6|滴滴|拼车|特价拼车|20.93-22.04|
|7|滴滴|拼车|极速拼车|21.22-22.27|
|8|滴滴|特价|花小猪外接版|28.93|
|9|滴滴|特价|惊喜特价|29.25|
|10|滴滴|快速|曹操出行|36.84|
|11|滴滴|快速|出租车|36.94|
|12|滴滴|快速|滴滴轻享|37.56|
|13|滴滴|快速|滴滴特快|37.60|
|14|滴滴|快速|滴滴优享|37.75|
|15|滴滴|快速|滴滴快车|39.23|
|16|滴滴|快速|宽敞好车|40.58|
|17|滴滴|快速|方舟行|40.68|
|18|滴滴|快速|长沙新出租|41.82|
|19|滴滴|舒适出发|滴滴专车|62.48|
|20|滴滴|舒适出发|滴滴豪华车|66.51|
|21|滴滴|六座|六座专车|98.83|
|22|滴滴|六座|六座豪华车|99.22|",,,"[{""app"": ""无"", ""category"": ""舒适型车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,舒适型车,舒适出发,舒适出发,无,,无,False,,False,0,,0,0,,0,1.003623724,直接命中车大类关键字但answer中没有或错误,,陆迎,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '宽敞好车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适出发': '滴滴专车'}, {'舒适出发': '滴滴豪华车'}]",舒适出发,无,,我要去青海湖，帮我打一辆舒适型车吧
Qwen2.5-32B-Instruct,我在喀纳斯湖畔木屋，叫一个舒适型的车辆接我,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|2.74|
|1|滴滴|推荐|特惠快车|4.80|
|2|滴滴|推荐|滴滴快车|5.16|
|3|滴滴|推荐|特快出租车|6.80|
|4|滴滴|推荐|滴滴特快|7.15|
|5|滴滴|拼车|特价拼车|0.14-1.66|
|6|滴滴|拼车|极速拼车|5.72-7.20|
|7|滴滴|拼车|滴滴小巴|3.41-5.16|
|8|滴滴|特价|花小猪外接版|5.01|
|9|滴滴|特价|惊喜特价|7.02|
|10|滴滴|快速|曹操出行|8.27|
|11|滴滴|快速|出租车|9.53|
|12|滴滴|快速|滴滴轻享|9.86|
|13|滴滴|快速|滴滴特快|11.77|
|14|滴滴|快速|滴滴优享|11.96|
|15|滴滴|快速|滴滴快车|12.03|
|16|滴滴|快速|宽敞好车|12.06|
|17|滴滴|快速|方舟行|12.40|
|18|滴滴|快速|长沙新出租|13.34|
|19|滴滴|快速|武汉新出租|13.43|
|20|滴滴|舒适出发|滴滴专车|14.46|
|21|滴滴|舒适出发|滴滴豪华车|15.32|
|22|滴滴|六座|六座专车|24.31|
|23|滴滴|六座|六座豪华车|24.71|",,,"[{""app"": ""无"", ""category"": ""舒适型的车辆"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,舒适型的车辆,舒适出发,舒适出发,无,,无,False,,False,0,,0,0,,0,1.097821951,直接命中车大类关键字但answer中没有或错误,,陆迎,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '滴滴小巴'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适出发': '滴滴专车'}, {'舒适出发': '滴滴豪华车'}]",舒适出发,无,,我在喀纳斯湖畔木屋，叫一个舒适型的车辆接我
Qwen2.5-32B-Instruct,去澳门大三巴历史区巷道，仅限舒适型的车,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|8.40|
|1|滴滴|推荐|特惠快车|8.47|
|2|滴滴|推荐|滴滴快车|9.21|
|3|滴滴|推荐|特快出租车|10.31|
|4|滴滴|拼车|特价拼车|6.35-7.97|
|5|滴滴|拼车|极速拼车|9.01-10.33|
|6|滴滴|特价|花小猪外接版|12.00|
|7|滴滴|特价|惊喜特价|12.83|
|8|滴滴|快速|曹操出行|13.67|
|9|滴滴|快速|出租车|13.93|
|10|滴滴|快速|滴滴轻享|14.75|
|11|滴滴|快速|滴滴特快|14.82|
|12|滴滴|快速|滴滴优享|14.88|
|13|滴滴|快速|滴滴快车|15.35|
|14|滴滴|快速|宽敞好车|15.95|
|15|滴滴|快速|方舟行|16.21|
|16|滴滴|快速|长沙新出租|16.22|
|17|滴滴|快速|武汉新出租|16.67|
|18|滴滴|舒适出发|滴滴专车|18.15|
|19|滴滴|舒适出发|滴滴豪华车|21.10|
|20|滴滴|六座|六座专车|30.78|
|21|滴滴|六座|六座豪华车|33.74|",,,"[{""app"": ""无"", ""category"": ""舒适型的车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,舒适型的车,舒适出发,舒适出发,无,,无,False,,False,0,,0,0,,0,1.136964083,直接命中车大类关键字但answer中没有或错误,,陆迎,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适出发': '滴滴专车'}, {'舒适出发': '滴滴豪华车'}]",舒适出发,无,,去澳门大三巴历史区巷道，仅限舒适型的车
Qwen2.5-32B-Instruct,去华山夜爬，帮我匹配一辆舒适型车,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|19-22|
|1|高德地图|     |特惠快车|22-23|
|2|高德地图|经济型|日初出行|23|
|3|高德地图|经济型|妥妥E行|23|
|4|高德地图|经济型|及时用车|24|
|5|高德地图|经济型|AA出行|24|
|6|高德地图|经济型|曹操出行|24|
|7|高德地图|经济型|365约车|24|
|8|高德地图|经济型|深圳出租|24|
|9|高德地图|经济型|首汽约车|25|
|10|高德地图|经济型|方舟行|25|
|11|高德地图|经济型|奇华出行|25|
|12|高德地图|经济型|星徽出行|26|
|13|高德地图|经济型|渔阳出行|27|
|14|高德地图|经济型|有序出行|27|
|15|高德地图|经济型|神州专车|27|
|16|高德地图|经济型|橄榄新出租|27|
|17|高德地图|经济型|中军出行|27|
|18|高德地图|特快车|超值体验 更快上车|29|
|19|高德地图|出租车|车多应答快|32|
|20|高德地图|优享型|腾飞出行|31|
|21|高德地图|优享型|旗妙出行|32|
|22|高德地图|优享型|火箭出行|32|
|23|高德地图|优享型|风韵出行|33|
|24|高德地图|优享型|AA出行|33|
|25|高德地图|优享型|曹操出行|33|
|26|高德地图|优享型|飞嘀打车|34|
|27|高德地图|优享型|首汽约车|34|
|28|高德地图|优享型|斑马快跑|34|
|29|高德地图|优享型|阳光出行|34|
|30|高德地图|优享型|东潮出行|35|
|31|高德地图|优享型|T3出行|35|
|32|高德地图|优享型|神州专车|35|
|33|高德地图|轻享专车|静音不打扰 整洁无异味|39|
|34|高德地图|品质专车|静音不打扰 整洁无异味|39|
|35|高德地图|六座商务|宽敞空间 商务体验|44|
|36|高德地图|豪华型|车型高端 服务专业|50|
|37|高德地图|经济|首汽约车|56|
|38|高德地图|拼车|出租车拼车|61|
|39|高德地图|特价出发|更多特价|64|
|40|高德地图|快速出发|无|72|
|41|高德地图|惠享专车|好车好服务|77|
|42|高德地图|惠享专车|T3出行|81|
|43|高德地图|推荐|推荐专车|89|
|44|高德地图|豪华型|undefined|66-68|",,,"[{""app"": ""无"", ""category"": ""舒适型车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,舒适型车,无,无,无,,无,False,,False,0,,0,0,,0,1.087799311,"直接命中车大类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': 'AA出行'}, {'优享型': 'T3出行'}, {'优享型': '东潮出行'}, {'优享型': '斑马快跑'}, {'优享型': '旗妙出行'}, {'优享型': '曹操出行'}, {'优享型': '火箭出行'}, {'优享型': '神州专车'}, {'优享型': '腾飞出行'}, {'优享型': '阳光出行'}, {'优享型': '风韵出行'}, {'优享型': '飞嘀打车'}, {'优享型': '首汽约车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': 'T3出行'}, {'惠享专车': '好车好服务'}, {'拼车': '出租车拼车'}, {'推荐': '推荐专车'}, {'特价出发': '更多特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '365约车'}, {'经济型': 'AA出行'}, {'经济型': '中军出行'}, {'经济型': '及时用车'}, {'经济型': '奇华出行'}, {'经济型': '妥妥E行'}, {'经济型': '方舟行'}, {'经济型': '日初出行'}, {'经济型': '星徽出行'}, {'经济型': '曹操出行'}, {'经济型': '有序出行'}, {'经济型': '橄榄新出租'}, {'经济型': '深圳出租'}, {'经济型': '渔阳出行'}, {'经济型': '神州专车'}, {'经济型': '首汽约车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",无,无,,去华山夜爬，帮我匹配一辆舒适型车
Qwen2.5-32B-Instruct,去漠河北极村极光观测，需舒适型车型,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|42-43|
|1|高德地图|     |特惠快车|46-47|
|2|高德地图|经济型|添猫出行|51|
|3|高德地图|经济型|旗妙出行|51|
|4|高德地图|经济型|全民GO|51|
|5|高德地图|经济型|妥妥E行|52|
|6|高德地图|经济型|及时用车|53|
|7|高德地图|经济型|如祺出行|53|
|8|高德地图|经济型|AA出行|53|
|9|高德地图|经济型|飞嘀打车|53|
|10|高德地图|经济型|中军出行|54|
|11|高德地图|经济型|T3出行|54|
|12|高德地图|经济型|东潮出行|54|
|13|高德地图|经济型|渔阳出行|54|
|14|高德地图|经济型|365约车|55|
|15|高德地图|经济型|享道出行|55|
|16|高德地图|经济型|易至出行|55|
|17|高德地图|特快车|超值体验 更快上车|60|
|18|高德地图|出租车|车多应答快|64|
|19|高德地图|优享型|添猫出行|68|
|20|高德地图|优享型|旗妙出行|68|
|21|高德地图|优享型|妥妥E行|69|
|22|高德地图|优享型|火箭出行|69|
|23|高德地图|优享型|及时用车|69|
|24|高德地图|优享型|AA出行|70|
|25|高德地图|优享型|环旅出行|70|
|26|高德地图|优享型|首汽约车|70|
|27|高德地图|优享型|神州专车|70|
|28|高德地图|优享型|星徽出行|71|
|29|高德地图|优享型|享道出行|72|
|30|高德地图|轻享专车|静音不打扰 整洁无异味|77|
|31|高德地图|品质专车|静音不打扰 整洁无异味|86|
|32|高德地图|六座商务|宽敞空间 商务体验|95|
|33|高德地图|豪华型|车型高端 服务专业|102|
|34|高德地图|经济|首汽约车|113|
|35|高德地图|拼车|特惠快车|125|
|36|高德地图|特价出发|更多特价|137|
|37|高德地图|快速出发|无|153|
|38|高德地图|惠享专车|添猫出行|168|
|39|高德地图|惠享专车|T3出行|168|
|40|高德地图|推荐|推荐专车|184|
|41|高德地图|豪华型|undefined|122-127|",,,"[{""app"": ""无"", ""category"": ""舒适型车型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,舒适型车型,无,无,无,,无,False,,False,0,,0,0,,0,1.042514324,"直接命中车大类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,陆迎,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': 'AA出行'}, {'优享型': '享道出行'}, {'优享型': '及时用车'}, {'优享型': '妥妥E行'}, {'优享型': '旗妙出行'}, {'优享型': '星徽出行'}, {'优享型': '添猫出行'}, {'优享型': '火箭出行'}, {'优享型': '环旅出行'}, {'优享型': '神州专车'}, {'优享型': '首汽约车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': 'T3出行'}, {'惠享专车': '添猫出行'}, {'拼车': '特惠快车'}, {'推荐': '推荐专车'}, {'特价出发': '更多特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '365约车'}, {'经济型': 'AA出行'}, {'经济型': 'T3出行'}, {'经济型': '东潮出行'}, {'经济型': '中军出行'}, {'经济型': '享道出行'}, {'经济型': '全民GO'}, {'经济型': '及时用车'}, {'经济型': '如祺出行'}, {'经济型': '妥妥E行'}, {'经济型': '旗妙出行'}, {'经济型': '易至出行'}, {'经济型': '添猫出行'}, {'经济型': '渔阳出行'}, {'经济型': '飞嘀打车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",无,无,,去漠河北极村极光观测，需舒适型车型
Qwen2.5-32B-Instruct,要去千岛湖游船港口，帮我叫个舒适型车型,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|40-41|
|1|高德地图|     |特惠快车|47-47|
|2|高德地图|经济型|腾飞出行|49|
|3|高德地图|经济型|日初出行|49|
|4|高德地图|经济型|妥妥E行|50|
|5|高德地图|经济型|及时用车|50|
|6|高德地图|经济型|AA出行|50|
|7|高德地图|经济型|曹操出行|51|
|8|高德地图|经济型|北京新出租|51|
