车列表名称,车列表参数,车型理解,车列表,sysSessionId,模型1返回结果,input,output,output标准答案,模型2返回结果,模型2标准答案,模型1三大项标注,模型1最快打车意图标注,app字段准确性,category，mode车型字段准确性,"price，price_min, price_max价格字段准确性",fast最快打车意图字段准确性,模型2准确率,模型2召回率,
,,平潭岛龙王头海滩拍摄器材，火车南站打的，使用腾飞出行车型的车,高德车列表,sessionId20250624lhx1127,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n平潭岛龙王头海滩拍摄器材，火车南站打的，使用腾飞出行车型的车\n\n"",""exts"":""{\""userHistoryInputContent\"":\""平潭岛龙王头海滩拍摄器材，火车南站打的，使用腾飞出行车型的车\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""腾飞出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""腾飞出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['7', '33', '52', '80', '87', '96']","['7','33','52','80','87','96']",1,1,1,1,1,1,1,1,
,,骑楼老街的南洋文献，美兰机场到中山路需要迪尔出行立刻出发，恒温运输,高德车列表,sessionId20250624lhx1128,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n骑楼老街的南洋文献，美兰机场到中山路需要迪尔出行立刻出发，恒温运输\n\n"",""exts"":""{\""userHistoryInputContent\"":\""骑楼老街的南洋文献，美兰机场到中山路需要迪尔出行立刻出发，恒温运输\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""迪尔出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""迪尔出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['13', '64', '100']","['13','64','100']",1,1,1,1,1,0,1,1,
,,正定隆兴寺佛事活动物资，正定机场打一辆有滴出行车型的车,高德车列表,sessionId20250624lhx1129,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n正定隆兴寺佛事活动物资，正定机场打一辆有滴出行车型的车\n\n"",""exts"":""{\""userHistoryInputContent\"":\""正定隆兴寺佛事活动物资，正定机场打一辆有滴出行车型的车\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""有滴出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""滴滴"", ""category"": ""无"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['20', '34', '65']","['20','34','65','102']",1,1,0,1,1,1,1,0.75,
,,晋祠博物馆青铜器复制品，武宿机场，指定叮叮出行车型的车,高德车列表,sessionId20250624lhx1130,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n晋祠博物馆青铜器复制品，武宿机场，指定叮叮出行车型的车\n\n"",""exts"":""{\""userHistoryInputContent\"":\""晋祠博物馆青铜器复制品，武宿机场，指定叮叮出行车型的车\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""叮叮出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""叮叮出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['12', '38', '63', '78', '86', '98']","['12','38','63','78','86','98']",1,1,1,1,1,1,1,1,
,,大明湖超然楼会议资料，遥墙机场，使用有序出行车型的车，防止文件受潮,高德车列表,sessionId20250624lhx1131,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n大明湖超然楼会议资料，遥墙机场，使用有序出行车型的车，防止文件受潮\n\n"",""exts"":""{\""userHistoryInputContent\"":\""大明湖超然楼会议资料，遥墙机场，使用有序出行车型的车，防止文件受潮\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""有序出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""有序出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['18', '53', '95', '113']","['18','53','95','113']",1,1,1,1,1,1,1,1,
,,巢湖中庙景区的水质检测仪需要运送到滨湖会展中心，立刻叫旅程专车，防震运输,高德车列表,sessionId20250624lhx1132,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n巢湖中庙景区的水质检测仪需要运送到滨湖会展中心，立刻叫旅程专车，防震运输\n\n"",""exts"":""{\""userHistoryInputContent\"":\""巢湖中庙景区的水质检测仪需要运送到滨湖会展中心，立刻叫旅程专车，防震运输\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""旅程专车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""旅程专车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['11', '36', '54', '73', '76', '77', '78', '79', '80', '81', '82', '88', '99', '113', '114']",['73'],1,1,1,1,1,0,0,1,
,,国际大巴扎的民俗展品，地窝堡机场选品质专车类目，确保万无一失,高德车列表,sessionId20250624lhx1133,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n国际大巴扎的民俗展品，地窝堡机场选品质专车类目，确保万无一失\n\n"",""exts"":""{\""userHistoryInputContent\"":\""国际大巴扎的民俗展品，地窝堡机场选品质专车类目，确保万无一失\""}""}]","```json
[{""app"": ""无"", ""category"": ""品质专车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""品质专车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['41', '71', '73', '76', '77', '78', '79', '80', '81', '82', '113', '114']","['41','71','76','77','78','79','80','81','82','113','118']",1,1,1,1,1,1,0,0.91,
,,黄河铁桥的维护工具，中川机场到中山桥，用神州专车车型的车，带设备固定装置,高德车列表,sessionId20250624lhx1134,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n黄河铁桥的维护工具，中川机场到中山桥，用神州专车车型的车，带设备固定装置\n\n"",""exts"":""{\""userHistoryInputContent\"":\""黄河铁桥的维护工具，中川机场到中山桥，用神州专车车型的车，带设备固定装置\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""神州专车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""神州专车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['11', '36', '54', '82', '88', '99']","['11','36','54','82','88','99']",1,1,1,1,1,1,1,1,
,,湖南省博物馆借展文物，橘子洲头打的，必须使用妥妥E行车型的车，全程监控,高德车列表,sessionId20250624lhx1135,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n湖南省博物馆借展文物，橘子洲头打的，必须使用妥妥E行车型的车，全程监控\n\n"",""exts"":""{\""userHistoryInputContent\"":\""湖南省博物馆借展文物，橘子洲头打的，必须使用妥妥E行车型的车，全程监控\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""妥妥E行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""妥妥E行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['55', '109', '111']","['55','109','111']",1,1,1,1,1,1,1,1,
,,长隆海洋王国的生物样本，立刻去金湾机场，指定聚优出行车型的车，冷链运输,高德车列表,sessionId20250624lhx1136,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n长隆海洋王国的生物样本，立刻去金湾机场，指定聚优出行车型的车，冷链运输\n\n"",""exts"":""{\""userHistoryInputContent\"":\""长隆海洋王国的生物样本，立刻去金湾机场，指定聚优出行车型的车，冷链运输\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""聚优出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""聚优出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['15', '66', '74', '105', '116', '117']","['74','105']",1,1,1,1,1,0,0,1,
,,清晖园博物馆古籍修复，顺德华侨城出发，用365约车车型的车,高德车列表,sessionId20250624lhx1137,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n清晖园博物馆古籍修复，顺德华侨城出发，用365约车车型的车\n\n"",""exts"":""{\""userHistoryInputContent\"":\""清晖园博物馆古籍修复，顺德华侨城出发，用365约车车型的车\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""365约车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""365约车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['21', '72', '107', '112']","['21','72','107','112']",1,1,1,1,1,1,1,1,
,,中华恐龙园设备维护，前往奔牛机场到园区，叫鞍马出行车型的车，带升降梯车型,高德车列表,sessionId20250624lhx1138,"{'appName': '', 'carModelRelated': True, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n中华恐龙园设备维护，前往奔牛机场到园区，叫鞍马出行车型的车，带升降梯车型\n\n"",""exts"":""{\""userHistoryInputContent\"":\""中华恐龙园设备维护，前往奔牛机场到园区，叫鞍马出行车型的车，带升降梯车型\""}""}]","```json
[{""app"": ""无"", ""category"": ""带升降梯车型"", ""mode"": ""鞍马出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""带升降梯车型"", ""mode"": ""鞍马出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['6', '31', '51', '77', '93']","['6','31','51','77','93']",1,1,1,1,1,1,1,1,
,,龙湾机场选特惠快车去公司,高德车列表,sessionId20250624lhx1139,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n龙湾机场选特惠快车去公司\n\n"",""exts"":""{\""userHistoryInputContent\"":\""龙湾机场选特惠快车去公司\""}""}]","```json
[{""app"": ""无"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['2', '89', '90', '91', '92', '93', '94', '95', '96', '97', '98', '99', '100', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '115', '116', '117']","['2','25','89','90','91','92','93','94','95','96','97','98','99','100','101','102','103','104','105','106','107','108','109','110','115','116','117']",1,1,1,1,1,1,1,0.96,
,,打车送夜景拍摄器材去昌北机场，使用首汽约车车型的车,高德车列表,sessionId20250624lhx1140,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n打车送夜景拍摄器材去昌北机场，使用首汽约车车型的车\n\n"",""exts"":""{\""userHistoryInputContent\"":\""打车送夜景拍摄器材去昌北机场，使用首汽约车车型的车\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""首汽约车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""首汽约车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['17', '30', '62', '79', '84', '89']","['17','30','62','79','84','89']",1,1,1,1,1,1,1,1,
,,青岩古镇非遗展品，龙洞堡机场到北门，需要及时用车车型的车，夜间押运,高德车列表,sessionId20250624lhx1141,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n青岩古镇非遗展品，龙洞堡机场到北门，需要及时用车车型的车，夜间押运\n\n"",""exts"":""{\""userHistoryInputContent\"":\""青岩古镇非遗展品，龙洞堡机场到北门，需要及时用车车型的车，夜间押运\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""及时用车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": true}]
```","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95', '96', '97', '98', '99', '100', '101', '102', '103', '104', '105', '106', '107', '108', '109', '110', '111', '112', '113', '114', '115', '116', '117', '118']","['8','35','56','101']",0,1,1,1,1,1,0,1,
,,石林风景区地质标本，滇池海埂大坝，用“鞍马聚的-高档出租车”车型的车,高德车列表,sessionId20250624lhx1142,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n石林风景区地质标本，滇池海埂大坝，用“鞍马聚的-高档出租车”车型的车\n\n"",""exts"":""{\""userHistoryInputContent\"":\""石林风景区地质标本，滇池海埂大坝，用“鞍马聚的-高档出租车”车型的车\""}""}]","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""鞍马聚的-高档出租车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""鞍马聚的-高档出租车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",['75'],['75'],1,1,1,1,1,1,1,1,
,,广西民族博物馆民族服饰，万象城到馆区选六座商务类目挂衣车型,高德车列表,sessionId20250624lhx1143,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","[{""content"":""# 用户需求：\n广西民族博物馆民族服饰，万象城到馆区选六座商务类目挂衣车型\n\n"",""exts"":""{\""userHistoryInputContent\"":\""广西民族博物馆民族服饰，万象城到馆区选六座商务类目挂衣车型\""}""}]","```json
[{""app"": ""无"", ""category"": ""六座商务类目挂衣车型"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","```json
[{""app"": ""无"", ""category"": ""六座商务类目挂衣车型"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```","['42', '83', '84', '86', '87', '88', '114']","['42','83','84','86','87','88','114']",1,1,1,1,1,1,1,1,
