model,query,车辆候选列表,id,大类|小类,answer,app,正确答案,app名称,category,category正确答案,车大类,mode,mode正确答案,车小类,price,正确答案.1,是否包含价格,price_min,正确答案.2,价格下限,price_max,正确答案.3,价格上限,think_time,问题,备注,标注人,_vehicle_pairs,_gt_category,_gt_mode,_history,_query
|43|高德地图|豪华型|undefined|113-118|",1，2，3，4，5，6，7，8，9，10，11，12，13，14，15，16，17，18，19，20，21，36，37，39，42,|特惠快车，经济型|AA出行，经济型|曹操出行，经济型|添猫出行，经济型|如祺出行，经济型|深圳出租，经济型|900出行，经济型|易至出行，经济型|全民GO，经济型|飞嘀打车，经济型|方舟行，经济型|橄榄新出租，经济型|聚的新出租，经济型|妥妥E行，经济型|K9用车，经济型|奇华出行，经济型|阳光出行，经济型|有序出行，经济型|神州专车，经济型|中军出行，经济型|北京的士，经济|首汽约车，拼车|特惠快车，特价出发|惊喜特价，推荐|特惠快车,"[{""app"": ""无"", ""category"": ""经济型"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,经济型,经济，经济型，特价出发,经济，经济型，特价出发,无,特惠快车,特惠快车,False,,False,0,,0,0,,0,1.08505702,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,陆迎,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': 'T3出行'}, {'优享型': '全民GO'}, {'优享型': '曹操出行'}, {'优享型': '添猫出行'}, {'优享型': '环旅出行'}, {'优享型': '神州专车'}, {'优享型': '阳光出行'}, {'优享型': '飞嘀打车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '好车好服务'}, {'拼车': '出租车拼车'}, {'拼车': '特惠快车'}, {'推荐': '特惠快车'}, {'特价出发': '惊喜特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '900出行'}, {'经济型': 'AA出行'}, {'经济型': 'K9用车'}, {'经济型': '中军出行'}, {'经济型': '全民GO'}, {'经济型': '北京的士'}, {'经济型': '奇华出行'}, {'经济型': '如祺出行'}, {'经济型': '妥妥E行'}, {'经济型': '方舟行'}, {'经济型': '易至出行'}, {'经济型': '曹操出行'}, {'经济型': '有序出行'}, {'经济型': '橄榄新出租'}, {'经济型': '深圳出租'}, {'经济型': '添猫出行'}, {'经济型': '神州专车'}, {'经济型': '聚的新出租'}, {'经济型': '阳光出行'}, {'经济型': '飞嘀打车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",经济，经济型，特价出发,特惠快车,,打的去南站北门，选经济型。
Qwen2.5-32B-Instruct,用高德打的去杭州东站，要100元以内。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|44-46|
|1|高德地图|     |特惠快车|50-53|
|2|高德地图|经济型|旅程出租|53|
|3|高德地图|经济型|日初出行|53|
|4|高德地图|经济型|享道出行|54|
|5|高德地图|经济型|北京新出租|54|
|6|高德地图|经济型|曹操出行|54|
|7|高德地图|经济型|AA出行|55|
|8|高德地图|经济型|900出行|55|
|9|高德地图|经济型|方舟行|55|
|10|高德地图|经济型|阳光出行|55|
|11|高德地图|经济型|有序出行|56|
|12|高德地图|经济型|渔阳出行|56|
|13|高德地图|经济型|中军出行|56|
|14|高德地图|经济型|国泰出租|56|
|15|高德地图|经济型|聚的新出租|56|
|16|高德地图|经济型|易至出行|57|
|17|高德地图|特快车|超值体验 更快上车|60|
|18|高德地图|出租车|车多应答快|67|
|19|高德地图|优享型|旗妙出行|74|
|20|高德地图|优享型|全民GO|75|
|21|高德地图|优享型|火箭出行|75|
|22|高德地图|优享型|风韵出行|76|
|23|高德地图|优享型|首汽约车|76|
|24|高德地图|优享型|东潮出行|76|
|25|高德地图|优享型|享道出行|76|
|26|高德地图|轻享专车|静音不打扰 整洁无异味|83|
|27|高德地图|品质专车|静音不打扰 整洁无异味|91|
|28|高德地图|六座商务|宽敞空间 商务体验|101|
|29|高德地图|豪华型|车型高端 服务专业|108|
|30|高德地图|经济|首汽约车|120|
|31|高德地图|拼车|特惠快车|132|
|32|高德地图|特价出发|惊喜特价|145|
|33|高德地图|快速出发|无|157|
|34|高德地图|惠享专车|及时用车|173|
|35|高德地图|推荐|极速拼车|192|
|36|高德地图|推荐|推荐专车|192|
|37|高德地图|豪华型|undefined|127-131|",无,无|无,"[{""app"": ""高德"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 100, ""fast"": False}]",高德,,高德,无,,无,无,,无,True,,True,0,,0,100,,100,1.0922966,,,陆迎,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': '东潮出行'}, {'优享型': '享道出行'}, {'优享型': '全民GO'}, {'优享型': '旗妙出行'}, {'优享型': '火箭出行'}, {'优享型': '风韵出行'}, {'优享型': '首汽约车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '及时用车'}, {'拼车': '特惠快车'}, {'推荐': '推荐专车'}, {'推荐': '极速拼车'}, {'特价出发': '惊喜特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '900出行'}, {'经济型': 'AA出行'}, {'经济型': '中军出行'}, {'经济型': '享道出行'}, {'经济型': '北京新出租'}, {'经济型': '国泰出租'}, {'经济型': '方舟行'}, {'经济型': '旅程出租'}, {'经济型': '日初出行'}, {'经济型': '易至出行'}, {'经济型': '曹操出行'}, {'经济型': '有序出行'}, {'经济型': '渔阳出行'}, {'经济型': '聚的新出租'}, {'经济型': '阳光出行'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",无,无,,用高德打的去杭州东站，要100元以内。
Qwen2.5-32B-Instruct,拼个车去颐和园，预算35以内。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|28.23|
|1|滴滴|推荐|特惠快车|29.83|
|2|滴滴|推荐|滴滴快车|29.92|
|3|滴滴|推荐|特快出租车|30.50|
|4|滴滴|拼车|特价拼车|30.24-31.89|
|5|滴滴|特价|花小猪外接版|31.36|
|6|滴滴|特价|惊喜特价|31.77|
|7|滴滴|特价|特惠快车|35.94|
|8|滴滴|快速|曹操出行|53.27|
|9|滴滴|快速|出租车|54.93|
|10|滴滴|快速|滴滴轻享|55.53|
|11|滴滴|快速|滴滴特快|55.67|
|12|滴滴|快速|滴滴优享|55.92|
|13|滴滴|快速|滴滴快车|56.60|
|14|滴滴|快速|宽敞好车|57.27|
|15|滴滴|快速|方舟行|57.81|
|16|滴滴|快速|长沙新出租|57.86|
|17|滴滴|快速|武汉新出租|58.53|
|18|滴滴|舒适|滴滴专车|77.53|
|19|滴滴|舒适|滴滴豪华车|77.86|
|20|滴滴|六座|六座专车|118.63|
|21|滴滴|六座|六座豪华车|123.34|",4,拼车|特价拼车,"[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 35, ""fast"": False}]",无,,无,拼车,,拼车,无,,无,True,,True,0,,0,35,,35,1.090029001,,,陆迎,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]",拼车,无,,拼个车去颐和园，预算35以内。
Qwen2.5-32B-Instruct,拼个车去中山公园，价格控制在35元内。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|27.87|
|1|滴滴|推荐|特惠快车|28.75|
|2|滴滴|推荐|滴滴快车|28.90|
|3|滴滴|推荐|特快出租车|30.74|
|4|滴滴|拼车|特价拼车|24.99-26.51|
|5|滴滴|拼车|极速拼车|29.02-30.14|
|6|滴滴|拼车|滴滴小巴|32.14-33.64|
|7|滴滴|特价|花小猪外接版|33.76|
|8|滴滴|特价|惊喜特价|36.47|
|9|滴滴|快速|曹操出行|54.46|
|10|滴滴|快速|出租车|56.07|
|11|滴滴|快速|滴滴轻享|56.67|
|12|滴滴|快速|滴滴特快|56.71|
|13|滴滴|快速|滴滴优享|56.75|
|14|滴滴|快速|滴滴快车|56.92|
|15|滴滴|快速|宽敞好车|57.75|
|16|滴滴|快速|方舟行|58.68|
|17|滴滴|快速|长沙新出租|58.78|
|18|滴滴|舒适|滴滴专车|81.13|
|19|滴滴|舒适|滴滴豪华车|82.75|
|20|滴滴|六座|六座专车|131.66|
|21|滴滴|六座|六座豪华车|134.50|",4，5，6,拼车|特价拼车，拼车|极速拼车，拼车|滴滴小巴,"[{""app"": ""无"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 35, ""fast"": False}]",无,,无,拼车,,拼车,无,,无,True,,True,0,,0,35,,35,1.090162754,,,陆迎,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '滴滴小巴'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]",拼车,无,,拼个车去中山公园，价格控制在35元内。
Qwen2.5-32B-Instruct,拼个车去大剧院，用滴滴，预算三十元以内。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|21.10|
|1|滴滴|推荐|特惠快车|23.37|
|2|滴滴|推荐|滴滴快车|24.34|
|3|滴滴|拼车|特价拼车|20.87-22.72|
|4|滴滴|拼车|极速拼车|22.72-24.53|
|5|滴滴|拼车|滴滴小巴|19.40-20.62|
|6|滴滴|特价|花小猪外接版|20.65|
|7|滴滴|特价|惊喜特价|22.64|
|8|滴滴|特价|特惠快车|25.62|
|9|滴滴|快速|曹操出行|34.71|
|10|滴滴|快速|出租车|34.80|
|11|滴滴|快速|滴滴轻享|35.94|
|12|滴滴|快速|滴滴特快|37.57|
|13|滴滴|快速|滴滴优享|37.99|
|14|滴滴|快速|滴滴快车|38.43|
|15|滴滴|快速|宽敞好车|38.48|
|16|滴滴|快速|方舟行|38.90|
|17|滴滴|快速|长沙新出租|38.96|
|18|滴滴|快速|武汉新出租|39.58|
|19|滴滴|舒适|滴滴专车|47.61|
|20|滴滴|舒适|滴滴豪华车|47.96|
|21|滴滴|六座|六座专车|92.77|
|22|滴滴|六座|六座豪华车|95.67|",3，4，5,拼车|特价拼车，拼车|极速拼车，拼车|滴滴小巴,"[{""app"": ""滴滴"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 30, ""fast"": False}]",滴滴,,滴滴,拼车,,拼车,无,,无,True,,True,0,,0,30,,30,1.084962845,,,陆迎,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '滴滴小巴'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]",拼车,无,,拼个车去大剧院，用滴滴，预算三十元以内。
Qwen2.5-32B-Instruct,拼个车去黄鹤楼，用滴滴，不超过35块。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|30.90|
|1|滴滴|推荐|特惠快车|33.31|
|2|滴滴|推荐|滴滴快车|33.73|
|3|滴滴|推荐|特快出租车|33.93|
|4|滴滴|拼车|特价拼车|29.84-31.20|
|5|滴滴|拼车|极速拼车|30.73-32.55|
|6|滴滴|特价|花小猪外接版|38.59|
|7|滴滴|特价|惊喜特价|39.29|
|8|滴滴|快速|曹操出行|54.94|
|9|滴滴|快速|出租车|55.45|
|10|滴滴|快速|滴滴轻享|57.12|
|11|滴滴|快速|滴滴特快|58.40|
|12|滴滴|快速|滴滴优享|58.48|
|13|滴滴|快速|滴滴快车|58.54|
|14|滴滴|快速|宽敞好车|59.03|
|15|滴滴|快速|方舟行|59.26|
|16|滴滴|舒适|滴滴专车|79.89|
|17|滴滴|六座|六座专车|140.20|",4，5,拼车|特价拼车，拼车|极速拼车,"[{""app"": ""滴滴"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 35, ""fast"": False}]",滴滴,,滴滴,拼车,,拼车,无,,无,True,,True,0,,0,35,,35,1.069437504,,,陆迎,"[{'六座': '六座专车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",拼车,无,,拼个车去黄鹤楼，用滴滴，不超过35块。
Qwen2.5-32B-Instruct,拼个车去飞来峰，用滴滴。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|26.83|
|1|滴滴|推荐|特惠快车|27.02|
|2|滴滴|推荐|滴滴快车|27.15|
|3|滴滴|推荐|特快出租车|27.96|
|4|滴滴|推荐|滴滴特快|29.88|
|5|滴滴|拼车|特价拼车|28.19-29.64|
|6|滴滴|特价|花小猪外接版|27.65|
|7|滴滴|特价|惊喜特价|31.23|
|8|滴滴|快速|曹操出行|41.29|
|9|滴滴|快速|出租车|41.31|
|10|滴滴|快速|滴滴轻享|43.67|
|11|滴滴|快速|滴滴特快|43.70|
|12|滴滴|快速|滴滴优享|44.36|
|13|滴滴|快速|滴滴快车|45.24|
|14|滴滴|快速|宽敞好车|45.49|
|15|滴滴|快速|方舟行|45.52|
|16|滴滴|快速|长沙新出租|45.94|
|17|滴滴|快速|武汉新出租|46.27|
|18|滴滴|快速|丽江新出租|46.56|
|19|滴滴|舒适|滴滴专车|49.41|
|20|滴滴|六座|六座专车|82.16|
|21|滴滴|六座|六座豪华车|82.23|
|22|滴滴|六座|六座快车|83.17|",5,拼车|特价拼车,"[{""app"": ""滴滴"", ""category"": ""拼车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,拼车,,拼车,无,,无,False,,False,0,,0,0,,0,1.08265233,,,陆迎,"[{'六座': '六座专车'}, {'六座': '六座快车'}, {'六座': '六座豪华车'}, {'快速': '丽江新出租'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",拼车,无,,拼个车去飞来峰，用滴滴。
Qwen2.5-32B-Instruct,拼个车去龙阳路站，用高德。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|14.60|
|1|滴滴|推荐|特惠快车|15.73|
|2|滴滴|推荐|滴滴快车|16.30|
|3|滴滴|推荐|特快出租车|16.56|
|4|滴滴|推荐|滴滴特快|17.02|
|5|滴滴|推荐|宽敞好车|17.27|
|6|滴滴|拼车|特价拼车|14.49-15.98|
|7|滴滴|拼车|极速拼车|11.30-12.58|
|8|滴滴|拼车|滴滴小巴|17.41-19.37|
|9|滴滴|特价|花小猪外接版|21.74|
|10|滴滴|特价|惊喜特价|21.79|
|11|滴滴|快速|曹操出行|24.63|
|12|滴滴|快速|出租车|24.69|
|13|滴滴|快速|滴滴轻享|25.12|
|14|滴滴|快速|滴滴特快|26.13|
|15|滴滴|快速|滴滴优享|26.22|
|16|滴滴|快速|滴滴快车|27.30|
|17|滴滴|快速|宽敞好车|28.19|
|18|滴滴|快速|方舟行|28.79|
|19|滴滴|快速|长沙新出租|29.89|
|20|滴滴|舒适|滴滴专车|37.12|
|21|滴滴|舒适|滴滴豪华车|41.38|
|22|滴滴|六座|六座专车|62.28|
|23|滴滴|六座|六座豪华车|63.51|",6，7，8,拼车|特价拼车，拼车|极速拼车，拼车|滴滴小巴,"[{""app"": ""高德"", ""category"": ""无"", ""mode"": ""所有车型"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",高德,无,无,无,拼车,拼车,所有车型,无,无,False,,False,0,,0,0,,0,1.088972807,"直接命中app关键字但answer中没有或错误,直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,陆迎,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '滴滴小巴'}, {'拼车': '特价拼车'}, {'推荐': '宽敞好车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]",拼车,无,,拼个车去龙阳路站，用高德。
