query,车辆候选列表,answer,app,正确答案,category,category正确答案,mode,mode正确答案,price,price_min,price_max,think_time,问题,备注,标注人,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,_vehicle_pairs,_history,_query,_gt_category,_gt_mode,_gt_full_match
用高德打个聚优出租去创新大厦，价格不超过80元。,"|序号id|应用名称|车型大类|车辆类型|价格|
|50|高德地图|豪华型|undefined|153-154|","[{""app"": ""无"", ""category"": ""出租车"", ""mode"": ""聚的新出租"", ""price"": True, ""price_min"": 0, ""price_max"": 100000, ""fast"": False}]",无,,出租车,无,聚的新出租,"聚的出租车,鞍马聚的-高档出租车",True,0,100000,27.77327371,,,顾存虹,,,,,"[{"""": ""极速拼车""}, {"""": ""特惠快车""}, {""优享型"": ""AA出行""}, {""优享型"": ""T3出行""}, {""优享型"": ""东潮出行""}, {""优享型"": ""中交出行""}, {""优享型"": ""斑马快跑""}, {""优享型"": ""旅程专车""}, {""优享型"": ""旗妙出行""}, {""优享型"": ""添猫出行""}, {""优享型"": ""火箭出行""}, {""优享型"": ""神州专车""}, {""优享型"": ""腾飞出行""}, {""优享型"": ""阳光出行""}, {""优享型"": ""飞嘀打车""}, {""优享型"": ""首汽约车""}, {""六座商务"": ""宽敞空间 商务体验""}, {""出租车"": ""鞍马聚的-高档出租车""}, {""品质专车"": ""静音不打扰 整洁无异味""}, {""快速出发"": ""无""}, {""惠享专车"": ""好车好服务""}, {""惠享专车"": ""曹操出行""}, {""拼车"": ""出租车拼车""}, {""拼车"": ""特惠快车""}, {""推荐"": ""极速拼车""}, {""特价出发"": ""惊喜特价""}, {""特快车"": ""超值体验 更快上车""}, {""经济"": ""首汽约车""}, {""经济型"": ""AA出行""}, {""经济型"": ""J刻出行""}, {""经济型"": ""东潮出行""}, {""经济型"": ""中交出行""}, {""经济型"": ""中军出行""}, {""经济型"": ""全民GO""}, {""经济型"": ""及时用车""}, {""经济型"": ""叮叮出行""}, {""经济型"": ""国泰出租""}, {""经济型"": ""奇华出行""}, {""经济型"": ""如祺出行""}, {""经济型"": ""妥妥E行""}, {""经济型"": ""斑马快跑""}, {""经济型"": ""易至出行""}, {""经济型"": ""有序出行""}, {""经济型"": ""深圳出租""}, {""经济型"": ""聚的出租车""}, {""经济型"": ""迪尔出行""}, {""经济型"": ""风韵出行""}, {""经济型"": ""飞嘀打车""}, {""豪华型"": ""车型高端 服务专业""}, {""轻享专车"": ""静音不打扰 整洁无异味""}]",,打个车去黄浦江游船码头，用聚的新出租，价格不限。,出租车,"聚的出租车,鞍马聚的-高档出租车",
用聚的新出租去城隍庙，价格在20到40之间。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|56-58|
|1|高德地图|     |特惠快车|62-62|
|2|高德地图|经济型|中交出行|67|
|3|高德地图|经济型|J刻出行|67|
|4|高德地图|经济型|首汽约车|67|
|5|高德地图|经济型|国泰出租|67|
|6|高德地图|经济型|风韵出行|67|
|7|高德地图|经济型|5U出行|68|
|8|高德地图|经济型|曹操出行|68|
|9|高德地图|经济型|环旅出行|68|
|10|高德地图|经济型|如祺出行|68|
|11|高德地图|经济型|方舟行|68|
|12|高德地图|经济型|飞嘀打车|69|
|13|高德地图|经济型|神州专车|70|
|14|高德地图|经济型|有滴出行|70|
|15|高德地图|经济型|全民GO|70|
|16|高德地图|经济型|渔阳出行|71|
|17|高德地图|经济型|添猫出行|71|
|18|高德地图|经济型|星徽出行|71|
|19|高德地图|经济型|聚优出租|71|
|20|高德地图|特快车|超值体验 更快上车|78|
|21|高德地图|出租车|车多应答快|82|
|22|高德地图|出租车|鞍马聚的-高档出租车|83|
|23|高德地图|优享型|曹操出行|90|
|24|高德地图|优享型|享道出行|90|
|25|高德地图|优享型|火箭出行|90|
|26|高德地图|优享型|及时用车|91|
|27|高德地图|优享型|斑马快跑|92|
|28|高德地图|优享型|神州专车|92|
|29|高德地图|优享型|东潮出行|93|
|30|高德地图|优享型|中交出行|94|
|31|高德地图|优享型|优e出行特选|94|
|32|高德地图|轻享专车|静音不打扰 整洁无异味|101|
|33|高德地图|品质专车|静音不打扰 整洁无异味|111|
|34|高德地图|六座商务|宽敞空间 商务体验|121|
|35|高德地图|豪华型|车型高端 服务专业|136|
|36|高德地图|经济|首汽约车|150|
|37|高德地图|拼车|出租车拼车|163|
|38|高德地图|特价出发|更多特价|177|
|39|高德地图|特价出发|惊喜特价|178|
|40|高德地图|快速出发|无|196|
|41|高德地图|惠享专车|神州专车|217|
|42|高德地图|惠享专车|好车好服务|218|
|43|高德地图|推荐|推荐专车|236|
|44|高德地图|豪华型|undefined|151-155|","[{""app"": ""聚"", ""category"": ""新出租"", ""mode"": ""无"", ""price"": True, ""price_min"": 20, ""price_max"": 40, ""fast"": False}]",聚,无,新出租,无,无,鞍马聚的-高档出租车,True,20,40,16.91779423,,,顾存虹,,,,,"[{"""": ""极速拼车""}, {"""": ""特惠快车""}, {""优享型"": ""东潮出行""}, {""优享型"": ""中交出行""}, {""优享型"": ""享道出行""}, {""优享型"": ""优e出行特选""}, {""优享型"": ""及时用车""}, {""优享型"": ""斑马快跑""}, {""优享型"": ""曹操出行""}, {""优享型"": ""火箭出行""}, {""优享型"": ""神州专车""}, {""六座商务"": ""宽敞空间 商务体验""}, {""出租车"": ""车多应答快""}, {""出租车"": ""鞍马聚的-高档出租车""}, {""品质专车"": ""静音不打扰 整洁无异味""}, {""快速出发"": ""无""}, {""惠享专车"": ""好车好服务""}, {""惠享专车"": ""神州专车""}, {""拼车"": ""出租车拼车""}, {""推荐"": ""推荐专车""}, {""特价出发"": ""惊喜特价""}, {""特价出发"": ""更多特价""}, {""特快车"": ""超值体验 更快上车""}, {""经济"": ""首汽约车""}, {""经济型"": ""5U出行""}, {""经济型"": ""J刻出行""}, {""经济型"": ""中交出行""}, {""经济型"": ""全民GO""}, {""经济型"": ""国泰出租""}, {""经济型"": ""如祺出行""}, {""经济型"": ""方舟行""}, {""经济型"": ""星徽出行""}, {""经济型"": ""曹操出行""}, {""经济型"": ""有滴出行""}, {""经济型"": ""添猫出行""}, {""经济型"": ""渔阳出行""}, {""经济型"": ""环旅出行""}, {""经济型"": ""神州专车""}, {""经济型"": ""聚优出租""}, {""经济型"": ""风韵出行""}, {""经济型"": ""飞嘀打车""}, {""经济型"": ""首汽约车""}, {""豪华型"": ""车型高端 服务专业""}, {""轻享专车"": ""静音不打扰 整洁无异味""}]",,用聚的新出租去城隍庙，价格在20到40之间。,新出租,鞍马聚的-高档出租车,
叫个聚的新出租去上海图书馆，价格不超过50。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|57-57|
|1|高德地图|     |特惠快车|62-64|
|2|高德地图|经济型|南京出租|68|
|3|高德地图|经济型|腾飞新出租|68|
|4|高德地图|经济型|易至出行|68|
|5|高德地图|经济型|旅程出租|68|
|6|高德地图|经济型|享道出行|68|
|7|高德地图|经济型|鞍马聚的新出租|68|
|8|高德地图|经济型|渔阳出行|69|
|9|高德地图|经济型|环旅出行|69|
|10|高德地图|经济型|叮叮出行|69|
|11|高德地图|经济型|K9用车|70|
|12|高德地图|经济型|神州专车|70|
|13|高德地图|经济型|东潮出行|70|
|14|高德地图|经济型|900出行|70|
|15|高德地图|经济型|方舟行|70|
|16|高德地图|经济型|橄榄新出租|70|
|17|高德地图|经济型|北京的士|71|
|18|高德地图|经济型|迪尔出行|71|
|19|高德地图|经济型|聚的新出租|71|
|20|高德地图|经济型|中军出行|71|
|21|高德地图|经济型|曹操出行|71|
|22|高德地图|经济型|北京新出租|71|
|23|高德地图|经济型|及时用车|72|
|24|高德地图|经济型|飞嘀打车|72|
|25|高德地图|特快车|超值体验 更快上车|78|
|26|高德地图|出租车|鞍马聚的-高档出租车|85|
|27|高德地图|优享型|首汽约车|91|
|28|高德地图|优享型|风韵出行|91|
|29|高德地图|优享型|全民GO|91|
|30|高德地图|优享型|T3出行|91|
|31|高德地图|优享型|享道出行|92|
|32|高德地图|优享型|火箭出行|93|
|33|高德地图|优享型|斑马快跑|93|
|34|高德地图|优享型|飞嘀打车|94|
|35|高德地图|优享型|神州专车|94|
|36|高德地图|优享型|中交出行|94|
|37|高德地图|优享型|优e出行特选|94|
|38|高德地图|优享型|添猫出行|95|
|39|高德地图|轻享专车|静音不打扰 整洁无异味|104|
|40|高德地图|品质专车|静音不打扰 整洁无异味|114|
|41|高德地图|六座商务|宽敞空间 商务体验|126|
|42|高德地图|豪华型|车型高端 服务专业|139|
|43|高德地图|经济|首汽约车|149|
|44|高德地图|拼车|出租车拼车|164|
|45|高德地图|特价出发|更多特价|180|
|46|高德地图|快速出发|无|202|
|47|高德地图|惠享专车|添猫出行|222|
|48|高德地图|推荐|推荐专车|243|
|49|高德地图|豪华型|undefined|154-155|","[{""app"": ""无"", ""category"": ""出租车"", ""mode"": ""聚的新出租"", ""price"": True, ""price_min"": 0, ""price_max"": 50, ""fast"": False}]",无,,出租车,无,聚的新出租,"鞍马聚的新出租,聚的新出租,鞍马聚的-高档出租车",True,0,50,50.66763663,,,顾存虹,,,,,"[{"""": ""极速拼车""}, {"""": ""特惠快车""}, {""优享型"": ""T3出行""}, {""优享型"": ""中交出行""}, {""优享型"": ""享道出行""}, {""优享型"": ""优e出行特选""}, {""优享型"": ""全民GO""}, {""优享型"": ""斑马快跑""}, {""优享型"": ""添猫出行""}, {""优享型"": ""火箭出行""}, {""优享型"": ""神州专车""}, {""优享型"": ""风韵出行""}, {""优享型"": ""飞嘀打车""}, {""优享型"": ""首汽约车""}, {""六座商务"": ""宽敞空间 商务体验""}, {""出租车"": ""鞍马聚的-高档出租车""}, {""品质专车"": ""静音不打扰 整洁无异味""}, {""快速出发"": ""无""}, {""惠享专车"": ""添猫出行""}, {""拼车"": ""出租车拼车""}, {""推荐"": ""推荐专车""}, {""特价出发"": ""更多特价""}, {""特快车"": ""超值体验 更快上车""}, {""经济"": ""首汽约车""}, {""经济型"": ""900出行""}, {""经济型"": ""K9用车""}, {""经济型"": ""东潮出行""}, {""经济型"": ""中军出行""}, {""经济型"": ""享道出行""}, {""经济型"": ""北京新出租""}, {""经济型"": ""北京的士""}, {""经济型"": ""南京出租""}, {""经济型"": ""及时用车""}, {""经济型"": ""叮叮出行""}, {""经济型"": ""方舟行""}, {""经济型"": ""旅程出租""}, {""经济型"": ""易至出行""}, {""经济型"": ""曹操出行""}, {""经济型"": ""橄榄新出租""}, {""经济型"": ""渔阳出行""}, {""经济型"": ""环旅出行""}, {""经济型"": ""神州专车""}, {""经济型"": ""聚的新出租""}, {""经济型"": ""腾飞新出租""}, {""经济型"": ""迪尔出行""}, {""经济型"": ""鞍马聚的新出租""}, {""经济型"": ""飞嘀打车""}, {""豪华型"": ""车型高端 服务专业""}, {""轻享专车"": ""静音不打扰 整洁无异味""}]",,叫个聚的新出租去上海图书馆，价格不超过50。,出租车,"鞍马聚的新出租,聚的新出租,鞍马聚的-高档出租车",
用高德，帮我叫个车去中华艺术宫，用聚的新出租。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|59-59|
|1|高德地图|     |特惠快车|63-64|
|2|高德地图|经济型|南京出租|69|
|3|高德地图|经济型|旅程出租|69|
|4|高德地图|经济型|鞍马出行|69|
|5|高德地图|经济型|易至出行|69|
|6|高德地图|经济型|聚的出租车|70|
|7|高德地图|经济型|日初出行|70|
|8|高德地图|经济型|全民GO|70|
|9|高德地图|经济型|渔阳出行|70|
|10|高德地图|经济型|J刻出行|70|
|11|高德地图|经济型|K9用车|70|
|12|高德地图|经济型|东潮出行|71|
|13|高德地图|经济型|神州专车|71|
|14|高德地图|经济型|首汽约车|72|
|15|高德地图|经济型|星徽出行|72|
|16|高德地图|经济型|奇华出行|72|
|17|高德地图|经济型|T3出行|73|
|18|高德地图|经济型|有滴出行|73|
|19|高德地图|经济型|中军出行|73|
|20|高德地图|经济型|腾飞出行|73|
|21|高德地图|经济型|曹操出行|73|
|22|高德地图|经济型|及时用车|73|
|23|高德地图|经济型|如祺出行|73|
|24|高德地图|特快车|超值体验 更快上车|79|
|25|高德地图|出租车|鞍马聚的-高档出租车|86|
|26|高德地图|优享型|全民GO|94|
|27|高德地图|优享型|及时用车|95|
|28|高德地图|优享型|飞嘀打车|95|
|29|高德地图|优享型|AA出行|95|
|30|高德地图|优享型|中交出行|97|
|31|高德地图|优享型|添猫出行|97|
|32|高德地图|优享型|星徽出行|97|
|33|高德地图|优享型|阳光出行|97|
|34|高德地图|轻享专车|静音不打扰 整洁无异味|106|
|35|高德地图|品质专车|静音不打扰 整洁无异味|115|
|36|高德地图|六座商务|宽敞空间 商务体验|127|
|37|高德地图|豪华型|车型高端 服务专业|140|
|38|高德地图|经济|首汽约车|156|
|39|高德地图|拼车|出租车拼车|170|
|40|高德地图|特价出发|更多特价|188|
|41|高德地图|特价出发|惊喜特价|188|
|42|高德地图|快速出发|无|206|
|43|高德地图|惠享专车|曹操出行|226|
|44|高德地图|推荐|极速拼车|250|
|45|高德地图|豪华型|undefined|160-162|","[{""app"": ""高德"", ""category"": ""无"", ""mode"": ""聚的新出租"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",高德,,无,,聚的新出租,"聚的出租车,鞍马聚的-高档出租车",False,0,0,7.648728609,,,顾存虹,,,,,"[{"""": ""极速拼车""}, {"""": ""特惠快车""}, {""优享型"": ""AA出行""}, {""优享型"": ""中交出行""}, {""优享型"": ""全民GO""}, {""优享型"": ""及时用车""}, {""优享型"": ""星徽出行""}, {""优享型"": ""添猫出行""}, {""优享型"": ""阳光出行""}, {""优享型"": ""飞嘀打车""}, {""六座商务"": ""宽敞空间 商务体验""}, {""出租车"": ""鞍马聚的-高档出租车""}, {""品质专车"": ""静音不打扰 整洁无异味""}, {""快速出发"": ""无""}, {""惠享专车"": ""曹操出行""}, {""拼车"": ""出租车拼车""}, {""推荐"": ""极速拼车""}, {""特价出发"": ""惊喜特价""}, {""特价出发"": ""更多特价""}, {""特快车"": ""超值体验 更快上车""}, {""经济"": ""首汽约车""}, {""经济型"": ""J刻出行""}, {""经济型"": ""K9用车""}, {""经济型"": ""T3出行""}, {""经济型"": ""东潮出行""}, {""经济型"": ""中军出行""}, {""经济型"": ""全民GO""}, {""经济型"": ""南京出租""}, {""经济型"": ""及时用车""}, {""经济型"": ""奇华出行""}, {""经济型"": ""如祺出行""}, {""经济型"": ""旅程出租""}, {""经济型"": ""日初出行""}, {""经济型"": ""易至出行""}, {""经济型"": ""星徽出行""}, {""经济型"": ""曹操出行""}, {""经济型"": ""有滴出行""}, {""经济型"": ""渔阳出行""}, {""经济型"": ""神州专车""}, {""经济型"": ""聚的出租车""}, {""经济型"": ""腾飞出行""}, {""经济型"": ""鞍马出行""}, {""经济型"": ""首汽约车""}, {""豪华型"": ""车型高端 服务专业""}, {""轻享专车"": ""静音不打扰 整洁无异味""}]",,用高德，帮我叫个车去中华艺术宫，用聚的新出租。,无,"聚的出租车,鞍马聚的-高档出租车",
打个车去西岸美术馆，用聚的新出租，价格80左右。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|57-60|
|1|高德地图|     |特惠快车|62-62|
|2|高德地图|经济型|南京出租|68|
|3|高德地图|经济型|腾飞新出租|68|
|4|高德地图|经济型|易至出行|68|
|5|高德地图|经济型|鞍马出行|68|
|6|高德地图|经济型|享道出行|68|
|7|高德地图|经济型|鞍马聚的新出租|68|
|8|高德地图|经济型|中交出行|68|
|9|高德地图|经济型|渔阳出行|68|
|10|高德地图|经济型|深圳出租|68|
|11|高德地图|经济型|添猫出行|69|
|12|高德地图|经济型|环旅出行|70|
|13|高德地图|经济型|妥妥E行|70|
|14|高德地图|经济型|J刻出行|70|
|15|高德地图|经济型|叮叮出行|70|
|16|高德地图|经济型|旗妙出行|70|
|17|高德地图|经济型|K9用车|70|
|18|高德地图|经济型|AA出行|71|
|19|高德地图|经济型|T3出行|71|
|20|高德地图|经济型|迪尔出行|71|
|21|高德地图|经济型|中军出行|71|
|22|高德地图|经济型|腾飞出行|72|
|23|高德地图|经济型|曹操出行|72|
|24|高德地图|经济型|阳光出行|72|
|25|高德地图|经济型|聚优出租|72|
|26|高德地图|特快车|超值体验 更快上车|79|
|27|高德地图|出租车|车多应答快|87|
|28|高德地图|优享型|风韵出行|91|
|29|高德地图|优享型|全民GO|91|
|30|高德地图|优享型|享道出行|91|
|31|高德地图|优享型|旗妙出行|91|
|32|高德地图|优享型|斑马快跑|91|
|33|高德地图|优享型|东潮出行|92|
|34|高德地图|优享型|中交出行|92|
|35|高德地图|优享型|环旅出行|95|
|36|高德地图|轻享专车|静音不打扰 整洁无异味|101|
|37|高德地图|品质专车|静音不打扰 整洁无异味|111|
|38|高德地图|六座商务|宽敞空间 商务体验|124|
|39|高德地图|豪华型|车型高端 服务专业|138|
|40|高德地图|经济|首汽约车|151|
|41|高德地图|拼车|特惠快车|168|
|42|高德地图|特价出发|更多特价|183|
|43|高德地图|快速出发|无|202|
|44|高德地图|惠享专车|神州专车|222|
|45|高德地图|推荐|推荐专车|245|
|46|高德地图|豪华型|undefined|156-160|","[{""app"": ""无"", ""category"": ""无"", ""mode"": ""聚的新出租"", ""price"": True, ""price_min"": 80, ""price_max"": 80, ""fast"": False}]",无,,无,,聚的新出租,鞍马聚的新出租,True,80,80,19.66673517,,,顾存虹,,,,,"[{"""": ""极速拼车""}, {"""": ""特惠快车""}, {""优享型"": ""东潮出行""}, {""优享型"": ""中交出行""}, {""优享型"": ""享道出行""}, {""优享型"": ""全民GO""}, {""优享型"": ""斑马快跑""}, {""优享型"": ""旗妙出行""}, {""优享型"": ""环旅出行""}, {""优享型"": ""风韵出行""}, {""六座商务"": ""宽敞空间 商务体验""}, {""出租车"": ""车多应答快""}, {""品质专车"": ""静音不打扰 整洁无异味""}, {""快速出发"": ""无""}, {""惠享专车"": ""神州专车""}, {""拼车"": ""特惠快车""}, {""推荐"": ""推荐专车""}, {""特价出发"": ""更多特价""}, {""特快车"": ""超值体验 更快上车""}, {""经济"": ""首汽约车""}, {""经济型"": ""AA出行""}, {""经济型"": ""J刻出行""}, {""经济型"": ""K9用车""}, {""经济型"": ""T3出行""}, {""经济型"": ""中交出行""}, {""经济型"": ""中军出行""}, {""经济型"": ""享道出行""}, {""经济型"": ""南京出租""}, {""经济型"": ""叮叮出行""}, {""经济型"": ""妥妥E行""}, {""经济型"": ""旗妙出行""}, {""经济型"": ""易至出行""}, {""经济型"": ""曹操出行""}, {""经济型"": ""深圳出租""}, {""经济型"": ""添猫出行""}, {""经济型"": ""渔阳出行""}, {""经济型"": ""环旅出行""}, {""经济型"": ""聚优出租""}, {""经济型"": ""腾飞出行""}, {""经济型"": ""腾飞新出租""}, {""经济型"": ""迪尔出行""}, {""经济型"": ""阳光出行""}, {""经济型"": ""鞍马出行""}, {""经济型"": ""鞍马聚的新出租""}, {""豪华型"": ""车型高端 服务专业""}, {""轻享专车"": ""静音不打扰 整洁无异味""}]",,打个车去西岸美术馆，用聚的新出租，价格80左右。,无,鞍马聚的新出租,
