query,车型大类列表,车辆类型列表,车型大类,车辆类型,大类正确答案,小类正确答案
5个人准备去水游城吃饭,[],[],[],[],[],[]
打个出租车去省医院,"['舒适', '拼车', '快速', '六座', '推荐', '特价']","['极速拼车', '特快出租车', '花小猪外接版', '曹操出行', '滴滴专车', '滴滴快车', '惊喜特价', '滴滴豪华车', '特惠快车', '六座专车', '滴滴特快', '花小猪正价版', '出租车']",[],['特快出租车，出租车'],[],['特快出租车，出租车']
叫 个 优 享 车,"['舒适', '拼车', '快速', '六座', '推荐', '特价']","['极速拼车', '特快出租车', '花小猪外接版', '曹操出行', '滴滴快车', '滴滴专车', '滴滴豪华车', '六座专车', '特惠快车', '滴滴特快', '花小猪正价版', '出租车']",[],[],[],[]
派辆商务车给我去中央商场,"['舒适', '拼车', '快速', '六座', '推荐', '特价']","['极速拼车', '特快出租车', '花小猪外接版', '曹操出行', '滴滴快车', '滴滴专车', '滴滴豪华车', '六座专车', '特惠快车', '滴滴特快', '花小猪正价版', '出租车']",[],[],[],[]
帮我打个50块以下的车去老门东/公司,[],[],[],[],[],[]
帮我打个滴滴特快车/特惠快车/最快的车去机场,[],[],['特惠快车，滴滴特快，快速'],['特惠快车，滴滴特快'],"['特快车', '特惠快车']",[]
帮我打个车回家,"['舒适', '拼车', '快速', '六座', '推荐', '特价']","['极速拼车', '特快出租车', '花小猪外接版', '曹操出行', '滴滴快车', '滴滴专车', '滴滴豪华车', '六座专车', '特惠快车', '滴滴特快', '花小猪正价版', '出租车']",[],[],[],[]
给我打出租车去南京站,"['舒适', '拼车', '快速', '六座', '推荐', '特价']","['极速拼车', '特快出租车', '花小猪外接版', '曹操出行', '滴滴快车', '滴滴专车', '惊喜特价', '滴滴豪华车', '特惠快车', '六座专车', '滴滴特快', '花小猪正价版', '出租车']",[],['特快出租车，出租车'],[],['特快出租车，出租车']
给我打个200块钱以下的车去句容/翠林水城,"['舒适', '拼车', '快速', '六座', '推荐', '特价']","['极速拼车', '特快出租车', '花小猪外接版', '滴滴快车', '滴滴专车', '惊喜特价', '滴滴豪华车', '特惠快车', '六座专车', '滴滴特快', '花小猪正价版', '出租车']",[],[],[],[]
我想打车去科技馆,"['舒适', '拼车', '快速', '六座', '推荐', '特价']","['极速拼车', '特快出租车', '花小猪外接版', '曹操出行', '滴滴快车', '滴滴专车', '滴滴豪华车', '六座专车', '特惠快车', '滴滴特快', '花小猪正价版', '出租车']",[],[],[],[]
能帮我打个拼车去景枫中心吗,"['舒适', '拼车', '快速', '六座', '特价']","['极速拼车', '特快出租车', '滴滴快车', '滴滴专车', '惊喜特价', '更多特价', '特惠快车', '六座专车', '滴滴特快', '滴滴豪华车', '出租车']",['拼车'],['极速拼车'],['拼车'],['极速拼车']
打六座车去中山陵,[],[],['六座'],[],['六座车'],[]
帮我打去动物园,"['舒适', '拼车', '快速', '六座', '推荐', '特价']","['极速拼车', '特快出租车', '花小猪外接版', '曹操出行', '滴滴快车', '滴滴专车', '惊喜特价', '滴滴豪华车', '特惠快车', '六座专车', '滴滴特快', '花小猪正价版', '出租车']",[],[],[],[]
给我打个出租车去南京站,"['舒适', '拼车', '快速', '六座', '特价']","['极速拼车', '特快出租车', '曹操出行', '滴滴快车', '滴滴专车', '惊喜特价', '六座专车', '特惠快车', '滴滴特快', '滴滴豪华车', '出租车']",[],['特快出租车，出租车'],[],['特快出租车，出租车']
请帮我打车去夫子庙景区,['null'],"['极速拼车', '特快出租车', '花小猪外接版', '曹操出行', '滴滴快车', '特惠快车', '滴滴特快', '花小猪正价版', '出租车']",[],[],[],[]
帮我打出租车去机场,"['舒适', '拼车', '快速', '六座', '特价']","['极速拼车', '特快出租车', '曹操出行', '滴滴快车', '滴滴专车', '惊喜特价', '六座专车', '特惠快车', '滴滴特快', '滴滴豪华车', '出租车']",[],"['特快出租车', '出租车']",[],['特快出租车，出租车']
请帮我打出租车去银杏湖乐园,"['舒适', '拼车', '快速', '六座', '推荐', '特价']","['极速拼车', '特快出租车', '花小猪外接版', '曹操出行', '滴滴快车', '滴滴专车', '惊喜特价', '滴滴豪华车', '特惠快车', '六座专车', '滴滴特快', '花小猪正价版', '出租车']",[],['特快出租车，出租车'],[],['特快出租车，出租车']
帮我叫个不超过30的车到情侣园,['null'],"['极速拼车', '特快出租车', '滴滴快车', '滴滴专车', '惊喜特价', '更多特价', '特惠快车', '滴滴特快', '滴滴豪华车', '出租车']",[],[],[],[]
打个最便宜的车去植物园,"['舒适', '拼车', '快速', '六座', '推荐', '特价']","['极速拼车', '特快出租车', '花小猪外接版', '曹操出行', '滴滴快车', '滴滴专车', '惊喜特价', '滴滴豪华车', '特惠快车', '六座专车', '滴滴特快', '花小猪正价版', '出租车']",[],[],[],[]
用 高德 叫 个 豪 华 车,[],[],[],['滴滴豪华车'],['豪华车'],[]
叫一辆六座商务型车去渡江路10号,[],[],[],[],['六座商务型车'],[]
从静安寺到外滩,['null'],"['极速拼车', '出租车', '六座豪华车', '滴滴优享', '滴滴快车', '悦道用车', '滴滴专车', '六座专车', '特惠快车', '滴滴特快', '滴滴豪华车', '更多品牌']",[],['特惠快车，滴滴快车，滴滴特快'],[],['特惠快车，滴滴快车，滴滴特快']
拼车去杭州西湖,"['舒适', '拼车', '快速', '六座', '推荐', '特价']","['极速拼车', '特快出租车', '花小猪外接版', '曹操出行', '滴滴快车', '滴滴专车', '惊喜特价', '滴滴豪华车', '特惠快车', '六座专车', '滴滴特快', '花小猪正价版', '出租车']",['拼车'],['极速拼车'],['拼车'],['极速拼车']
打车去荷雨臻悦,[],[],[],[],[],[]
帮我打个拼车回家,"['品质专车', '特快车', '六座商务', '优享型', '经济型', '出租车']","['首汽约车', '聚优出租', '叮叮出行', '妥妥E行', '特惠快车', '享道出行', '鞍马聚的新出租', '有序出行', 'T3出行', '曹操出行', '旅程约车', '极速拼车', '及时用车', '腾飞出行', '腾飞新出租', '365约车', '鞍马出行', '迪尔出行', '沛途出行', '阳光出行', '有滴出行', '南京出租', '风韵出行', '神州专车', '环旅出行']",[],['极速拼车'],[],['极速拼车']
打个差不多30块钱的车去汉堡王/泰妃殿,"['品质专车', '特快车', '六座商务', '优享型', '经济型', '出租车']","['首汽约车', '聚优出租', '叮叮出行', '妥妥E行', '特惠快车', '享道出行', '鞍马聚的新出租', '有序出行', 'T3出行', '曹操出行', '旅程约车', '极速拼车', '及时用车', '腾飞出行', '腾飞新出租', '365约车', '鞍马出行', '迪尔出行', '沛途出行', '阳光出行', '有滴出行', '南京出租', '风韵出行', '神州专车', '环旅出行']",[],[],[],[]
给我打出租车去南京站,"['品质专车', '特快车', '六座商务', '优享型', '经济型', '出租车']","['首汽约车', '聚优出租', '叮叮出行', '妥妥E行', '特惠快车', '享道出行', '鞍马聚的新出租', '有序出行', 'T3出行', '曹操出行', '旅程约车', '极速拼车', '及时用车', '腾飞出行', '腾飞新出租', '鞍马出行', '迪尔出行', '沛途出行', '阳光出行', '有滴出行', '南京出租', '风韵出行', '神州专车', '环旅出行']",['出租车'],['聚优出租，南京出租，腾飞新出租，鞍马聚的新出租'],['出租车'],['腾飞新出租，聚优出租，南京出租，鞍马聚的新出租']
打个拼车去夫子庙/下关火车主题公园/阅江楼/牛首山,"['品质专车', '特快车', '六座商务', '优享型', '经济型', '出租车']","['首汽约车', '聚优出租', '叮叮出行', '妥妥E行', '特惠快车', '享道出行', '鞍马聚的新出租', '有序出行', 'T3出行', '曹操出行', '旅程约车', '极速拼车', '及时用车', '腾飞出行', '腾飞新出租', '365约车', '鞍马出行', '迪尔出行', '沛途出行', '阳光出行', '有滴出行', '南京出租', '风韵出行', '神州专车', '环旅出行']",[],['极速拼车'],[],['极速拼车']
请帮我叫个专车,"['品质专车', '特快车', '六座商务', '优享型', '经济型', '出租车']","['首汽约车', '聚优出租', '叮叮出行', '妥妥E行', '特惠快车', '享道出行', '鞍马聚的新出租', '有序出行', 'T3出行', '曹操出行', '旅程约车', '极速拼车', '及时用车', '腾飞出行', '腾飞新出租', '鞍马出行', '迪尔出行', '沛途出行', '阳光出行', '有滴出行', '南京出租', '风韵出行', '神州专车', '环旅出行']",['品质专车'],['神州专车'],['品质专车'],['神州专车']
给我打个六座车去朱三家龙虾吃饭,"['品质专车', '特快车', '六座商务', '优享型', '经济型', '出租车']","['首汽约车', '聚优出租', '叮叮出行', '特惠快车', '享道出行', '鞍马聚的新出租', '有序出行', 'T3出行', '曹操出行', '旅程约车', '极速拼车', '及时用车', '腾飞出行', '腾飞新出租', '365约车', '鞍马出行', '迪尔出行', '沛途出行', '阳光出行', '有滴出行', '南京出租', '风韵出行', '神州专车', '环旅出行']",['六座商务'],[],['六座商务'],[]
麻烦帮我打专车到海底捞,"['品质专车', '特快车', '六座商务', '优享型', '经济型', '出租车']","['首汽约车', '聚优出租', '叮叮出行', '特惠快车', '享道出行', '鞍马聚的新出租', 'T3出行', '曹操出行', '旅程约车', '极速拼车', '及时用车', '腾飞出行', '腾飞新出租', '365约车', '鞍马出行', '迪尔出行', '沛途出行', '阳光出行', '有滴出行', '南京出租', '风韵出行', '神州专车', '环旅出行']",['品质专车'],['神州专车'],['品质专车'],['神州专车']
我要从家/公司去动物园,"['品质专车', '特快车', '六座商务', '优享型', '经济型', '出租车']","['首汽约车', '聚优出租', '特惠快车', '享道出行', '鞍马聚的新出租', '有序出行', 'T3出行', '曹操出行', '旅程约车', '极速拼车', '及时用车', '腾飞出行', '腾飞新出租', '365约车', '鞍马出行', '迪尔出行', '沛途出行', '阳光出行', '有滴出行', '南京出租', '风韵出行', '神州专车', '环旅出行']",['特快车'],['特惠快车'],['特快车'],['特惠快车']
5个人准备去水游城吃饭,[],[],[],[],[],[]
打个出租车去省医院,"['特快车', '六座商务', '优享型', '经济型', '出租车']","['首汽约车', '聚优出租', '叮叮出行', '特惠快车', '享道出行', '鞍马聚的新出租', 'T3出行', '曹操出行', '旅程约车', '极速拼车', '及时用车', '腾飞出行', '腾飞新出租', '365约车', '鞍马出行', '迪尔出行', '沛途出行', '阳光出行', '有滴出行', '南京出租', '风韵出行', '神州专车', '环旅出行']",['出租车'],['聚优出租，腾飞新出租，南京出租，鞍马聚的新出租'],['出租车'],['腾飞新出租，聚优出租，南京出租，鞍马聚的新出租']
叫 个 优 享 车,"['品质专车', '特快车', '六座商务', '优享型', '经济型', '出租车']","['首汽约车', '聚优出租', '叮叮出行', '妥妥E行', '特惠快车', '享道出行', '鞍马聚的新出租', 'T3出行', '曹操出行', '旅程约车', '极速拼车', '及时用车', '腾飞出行', '腾飞新出租', '365约车', '鞍马出行', '迪尔出行', '沛途出行', '阳光出行', '有滴出行', '南京出租', '风韵出行', '神州专车', '环旅出行']",['优享型'],[],['优享型'],[]
派辆商务车给我去中央商场,"['品质专车', '特快车', '六座商务', '优享型', '经济型', '出租车']","['首汽约车', '聚优出租', '叮叮出行', '特惠快车', '享道出行', '鞍马聚的新出租', 'T3出行', '曹操出行', '旅程约车', '极速拼车', '及时用车', '腾飞出行', '腾飞新出租', '365约车', '鞍马出行', '迪尔出行', '沛途出行', '阳光出行', '有滴出行', '南京出租', '风韵出行', '神州专车', '环旅出行']",['六座商务'],[],['六座商务'],[]
帮我打个50块以下的车去老门东/公司,"['品质专车', '特快车', '六座商务', '优享型', '经济型', '出租车']","['首汽约车', '聚优出租', '叮叮出行', '妥妥E行', '特惠快车', '享道出行', '鞍马聚的新出租', '有序出行', 'T3出行', '曹操出行', '旅程约车', '极速拼车', '及时用车', '腾飞出行', '腾飞新出租', '365约车', '鞍马出行', '迪尔出行', '阳光出行', '有滴出行', '南京出租', '风韵出行', '神州专车', '环旅出行']",[],[],[],[]
帮我打个滴滴特快车/特惠快车/最快的车去机场,[],[],['特快车，快速车'],['特惠快车，滴滴快车，特快出租车，滴滴特快'],"['特快车', '特惠快车']",[]
帮我打个车回家,"['品质专车', '特快车', '六座商务', '优享型', '经济型', '出租车']","['首汽约车', '聚优出租', '叮叮出行', '妥妥E行', '特惠快车', '享道出行', '鞍马聚的新出租', '有序出行', 'T3出行', '曹操出行', '旅程约车', '极速拼车', '及时用车', '腾飞出行', '腾飞新出租', '365约车', '鞍马出行', '迪尔出行', '沛途出行', '阳光出行', '有滴出行', '南京出租', '风韵出行', '神州专车', '环旅出行']",[],[],[],[]
